id,claim_complexity,time,time_complexity,math,dataset
ebe741f9-bdac-4b33-989a-8253cf0cc4fe,3,1,1,0,Hover
c57fcead-5ad4-4762-beda-e5d7718d48f6,1,1,1,0,Hover
3e83082b-1118-4733-a085-27384003199e,2,1,1,0,Hover
fce8e51d-a418-4cb9-86a2-79a1b60ae1de,3,0,0,0,Hover
657c40d3-7f95-469a-a17b-ac0739ffde94,2,1,1,0,Hover
2eae2de0-d51a-44be-a9c2-eb34f73b90ba,3,3,2,0,Hover
294aec94-cdb2-4520-b787-08cbe70d9e17,3,3,2,0,Hover
7b9fa870-54d6-4d2d-8656-4a7ef11ed61c,4,3,1,0,Hover
adc87e86-92fb-48d0-bde2-fa11506ffeab,2,3,2,1,Hover
36f3242e-dd30-4816-a7ae-a388c1e2db23,2,3,1,0,Hover
256b459f-c0ba-4924-a34b-069e90ec25b0,4,1,1,0,Hover
47f8cb08-9c56-4655-9595-3ff3db1a5592,3,1,1,0,Hover
def22681-3d6d-47b3-a773-231d8134ce86,3,1,1,0,Hover
b60a3951-c1e2-4adb-83d2-e7511f57c8f5,3,1,1,0,Hover
ab97d40e-c7fc-4de0-b408-a8a89cb3b45a,3,1,1,0,Hover
ed9723c6-51dc-4d88-ba2d-04c4ce8067be,4,1,1,0,Hover
e51ecfc3-55d9-4b7e-a67d-ba83551f1d06,1,1,1,0,Hover
0f0455b0-af55-48dd-8c38-efc1246bfd26,2,2,1,0,Hover
0ebe1d71-fb71-4729-8302-37d80c210fdc,1,3,1,0,Hover
d77e6c71-3e12-40a3-83f8-2852fe9f680c,2,3,2,1,Hover
ff22cf84-c478-426d-aa7c-b9e384985314,4,3,2,1,Hover
e17cdc0a-ec06-4689-a901-b92b4d3d9b32,3,1,1,0,Hover
fbbd5a23-1ed7-4499-a165-3674b0ca47ec,4,1,1,0,Hover
fa1f47ec-4b40-4c5f-9cf3-db0e6396dc52,4,1,1,1,Hover
d8c47592-0f0b-47a4-b331-e5a47a1d34f0,2,1,1,0,Hover
3805efc8-4801-4350-a0c4-e6f7ca7abc5f,3,1,1,0,Hover
9631e197-810c-4d59-8fe3-6f47544f0c0b,3,1,1,0,Hover
7becfc85-0c2d-4892-9078-29219056893c,3,2,2,1,Hover
479a84fe-ecd8-4b1c-b4cd-f6cecbf89537,4,2,2,0,Hover
70d91b96-1bbc-4959-bdb4-866245217fa6,1,1,1,0,Hover
5046d981-91aa-4688-bed6-fe4690209427,2,3,1,0,Hover
e39bbf1d-c0a8-4280-812a-f5250644a5e9,2,1,1,0,Hover
ba7a40fd-d5f9-4a9b-b301-07bf9adda164,2,1,1,0,Hover
f93bf94d-d34b-486e-84fd-4ac5b4c0e91c,3,1,1,0,Hover
0923bb16-d1ff-4144-998e-beafd940cf92,3,3,1,0,Hover
02e344a0-121e-4793-b4a7-c3f87eabee27,1,1,1,0,Hover
6e02d536-2bc0-41d6-83c7-6df22b833863,3,0,0,0,Hover
ee814e19-518e-4101-8239-eb938a02cb56,2,3,3,1,Hover
9ddba763-0909-4a32-b6c2-77d4a1b6d7c4,3,3,1,0,Hover
a8910134-e937-4a5d-bed4-361dce1c29e8,2,1,1,0,Hover
